serial,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date
855,S1 1/8GB Black,0,34,1697,1594,1799,3,5.5,8,3000,Nov-18
856,S1 1/8GB Black,0,84,1697,1594,1799,3,5.5,8,3000,Nov-18
857,S1 Black,0,58,3032,3015,3050,2,5.5,64,3500,Oct-17
858,S1-07 Black,7,76,299,,,1,1.8,0,1000,Jun-17
859,S1-07 Gold,7,1,299,,,1,1.8,0,1000,Jun-17
860,S180 DualSim Red,7,201,273,259,329,35,1.77,0.032,600,Sep-18
861,S240 Age Black Orange,7,451,499,,,4,2.4,0,800,Sep-19
862,S240 Age Black Orange,7,461,499,,,4,2.4,0,800,Sep-19
863,S260 Black,0,643,1499,,,1,5.45,8,2000,Dec-19
864,S31 Black,0,591,6718,6199,8668,12,4.7,16,4000,Feb-18
865,S40 3/32GB Black,0,924,2939,2740,3699,20,5.5,32,4650,Aug-19
866,S40 Lite 2/16GB Black,0,288,2707,2199,3029,17,5.5,16,4650,Aug-20
867,S40 Lite 2/16GB Black,0,300,2707,2199,3029,17,5.5,16,4650,Aug-20
868,S40 Lite 2/16GB Black,0,324,2707,2199,3029,17,5.5,16,4650,Aug-20
869,S40 Pro 4/64GB Black,0,552,3590,3269,3795,10,5.45,64,4650,Nov-20
870,S40 Pro 4/64GB Black,0,557,3590,3269,3795,10,5.45,64,4650,Nov-20
871,S42 Dual Black,0,631,9148,8800,9699,12,5.5,32,4200,Sep-20
872,S5 4/64GB Pink,0,498,3245,3230,3260,2,5.7,64,3000,Jul-19
873,S5 Pro 6/64GB Black,0,727,4183,4149,4218,2,6.2,64,3500,Mar-19
874,S5 Pro 6/64Gb Blue,0,432,3849,,,1,6.2,64,3500,Aug-19
875,S5 Pro 6/64Gb Gold,0,586,3957,3799,4149,5,6.2,64,3500,Aug-19
876,S52,0,784,13259,11190,17896,39,5.65,64,3100,Nov-19
877,S55 4/64GB Black,0,647,3527,3370,3689,8,5.5,64,5500,Feb-19
878,S561 3/32GB Black,0,862,2872,2699,2908,17,5.45,32,4000,Jan-20
879,S58 Pro 6/64GB Black,0,986,4998,4270,5999,22,5.71,64,5180,Sep-20
880,S60,0,809,10977,10537,11628,31,4.7,32,3800,Aug-16
881,S60 Lite 4/32GB Black,0,297,3789,3549,4161,7,5.2,32,5580,May-18
882,S60 Lite 4/32GB Black,0,336,3789,3549,4161,7,5.2,32,5580,May-18
883,S61 Black,0,777,25649,18730,31317,53,5.2,64,4500,Aug-18
884,S62 Pro,0,1051,19229,18750,20698,21,5.7,128,4000,Sep-20
885,S68 Pro 6/128GB Black,0,848,6680,5410,8699,36,5.9,128,6300,Jan-20
886,S88 Pro 6/128GB Black,0,1053,6514,5439,7299,13,6.3,128,10000,Aug-20
887,S90C 4/128GB Black,0,476,5612,4899,6128,6,6.18,128,5050,Aug-20
888,S90C 4/64GB Black,0,89,5299,,,1,6.18,64,5050,Dec-19
889,S90C 4/64GB Black,0,39,5299,,,1,6.18,64,5050,Dec-19
890,S90C 4/64GB Black,0,98,5299,,,1,6.18,64,5050,Dec-19
891,S90C 4/64GB GIFT Orange,0,68,8071,5649,9418,6,6.18,64,5050,Apr-20
892,S95 Pro 8/128GB Black,0,955,8904,8599,9499,13,6.3,128,5150,Feb-20
893,S95 Pro 8/256GB Mineral Black,0,445,9430,9249,9649,7,6.3,256,5150,Jul-20
894,S96 Pro 8/128GB Black,0,534,7791,7599,8237,8,6.22,128,6350,Jan-21
895,S96 Pro 8/128GB Green,0,139,7842,7599,8237,5,6.22,128,6350,Jan-21
896,S96 Pro 8/128GB Orange,0,438,7903,7679,8237,4,6.22,128,6350,Jan-21
897,SUN6 Blue,7,282,899,,,1,3,0,18800,Dec-19
898,Sense 55DC 16GB Black,0,51,1799,,,1,5.5,16,3000,Jun-18
899,Sense 55DC 16GB Gold,0,99,2299,,,5,5.5,16,3000,Mar-18
900,Sense 55DC 16GB Gold,0,40,2299,,,5,5.5,16,3000,Mar-18
901,Sense 55DC 16GB Gold,0,90,2299,,,5,5.5,16,3000,Mar-18
902,Sense 55S 16GB Black,0,72,2775,2222,2899,8,5.5,16,3000,Mar-18
903,Shine AS-5435 Blue,0,60,1599,,,1,5,16,2000,Jun-17
904,Simple F200n Black,7,292,249,,,1,1.77,0.032,600,Feb-20
905,Simple F200n Black,7,331,249,,,1,1.77,0.032,600,Feb-20
906,Smart Ultra Dark Gray,0,593,2142,1785,2499,2,5.5,16,2960,Jan-17
907,Spark 4 KC2 3/32GB Royal Purple,0,57,2999,,,3,6.52,32,4000,Nov-19
908,Spark 4 Lite 2/32GB Midnight Black (4895180754593),0,656,2321,2111,2599,6,6.52,32,4000,May-20
909,Spark 5 Pro KD7 4/128GB DS Spark Orange,0,1058,3762,3333,3999,49,6.6,128,5000,Jul-20
910,Spark 5 Pro KD7 4/64GB DS Spark Orange,0,1074,3583,3177,3799,51,6.6,64,5000,Jul-20
911,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),0,837,2769,2497,2899,38,6.52,32,5000,Oct-20
912,Spark 6 Go KE5j 3/64GB Aqua Blue (4895180762918),0,799,3193,2899,3399,34,6.52,64,5000,Nov-20
913,Spark 6 KE7 4/128GB Comet Black (4895180762079),0,1005,4129,3740,4399,45,6.8,128,5000,Nov-20
914,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),0,983,3750,3399,3999,44,6.8,64,5000,Nov-20
915,Surface Duo 6GB/256GB (TGM-00001),0,501,44232,42999,46879,5,8.1,256,3577,Jan-21
916,T1 Yellow,7,86,1048,1048,1049,2,2.4,0.032,2100,Apr-20
917,T1 Yellow,7,36,1048,1048,1049,2,2.4,0.032,2100,Apr-20
918,T3 Pro 3/16GB Black,0,649,1949,,,1,5.5,16,4080,Dec-18
919,T3 Pro 3/16GB Black,0,648,1949,,,1,5.5,16,4080,Dec-18
920,T301 Black (4895180743320),7,707,294,260,344,41,1.77,0,1150,Dec-19
921,T372 TripleSIM Black (4895180746833),7,949,366,325,410,17,2.4,0,1150,Dec-19
922,T454 Champagne Gold (4895180745980),7,428,536,449,649,30,2.8,0,1500,Dec-20
923,T474 Blue (4895180748004),7,547,614,517,739,28,2.8,0,1900,Dec-20
924,U 6/128GB Black,0,518,5095,4897,5400,3,5.99,128,3620,Nov-19
925,U11 4/64GB Black 99HAMB075-00,0,682,5649,5399,5899,2,5.5,64,3000,Jun-17
926,U11 4/64GB White,0,20,5899,,,1,5.5,64,3000,Jun-17
927,U20 5G 8/256GB White,0,579,19649,18895,20999,10,6.8,256,5000,Nov-20
928,U3H 8/256GB Black,0,372,6615,6499,6726,3,6.53,256,3500,Jun-20
929,U3H 8/256GB Black,0,354,6615,6499,6726,3,6.53,256,3500,Jun-20
930,V10 6/128GB Dual Beach Gold,0,231,6980,,,1,5.9,128,3750,Jan-18
931,V182 Black,7,19,249,239,259,2,1.8,0.032,600,Sep-17
932,V20 8/128GB Midnight Jazz,0,894,11632,10420,11999,26,6.44,128,4000,Oct-20
933,V20 8/128GB Sunset Melody,0,935,11360,10499,11999,9,6.44,128,4000,Oct-20
934,V20 SE 8/128GB Gravity Black,0,684,8762,7869,8999,9,6.44,128,4100,Oct-20
935,V241 (Black),7,5,326,222,373,14,2.4,0.032,1000,Sep-16
936,V281 Black,7,264,400,299,505,20,2.8,0.032,1450,Apr-17
937,V281 Black,7,276,400,299,505,20,2.8,0.032,1450,Apr-17
938,V40 ThinQ 4/64GB Aurora Black,0,919,6874,6699,7049,2,6.4,128,3300,Nov-19
939,V50 ThinQ 5G 6/128GB Single Sim Black,0,1081,9798,9299,10099,3,6.4,128,4000,Oct-19
940,V50S ThinQ 5G 8/256GB Aurora Black,0,1100,10499,9999,10999,2,6.4,256,4000,May-20
941,V9 6/64GB Red,0,344,6186,6102,6270,2,5.7,64,4000,Oct-18
942,V9 6/64GB Red,0,363,6186,6102,6270,2,5.7,64,4000,Oct-18
943,Velvet 5G LM-G900EM 6/128GB Aurora Gray,0,779,15525,15169,16016,7,6.8,128,4300,Dec-20
944,WP1 4/64GB Black,0,9,3404,3299,3509,2,5.5,64,5000,Feb-19
945,WP2 4/64GB Black,0,681,4449,4390,4549,7,6,64,10000,Feb-19
946,WP2 4/64GB Gold,0,33,4433,4360,4539,3,6,64,10000,Feb-19
947,WP5 3/32GB Black,0,728,3149,2999,3449,3,5.5,32,8000,Apr-20
948,WP5 Pro 4/64GB Black,0,969,3813,3719,3949,14,5.5,64,8000,Aug-20
949,WP6 4/128GB Black,0,1085,5231,4960,5759,13,6.3,128,10000,Sep-20
950,WP6 6/128GB Black,0,939,6628,6365,7040,16,6.3,128,10000,Jun-20
951,WP7 8/128GB Black,0,932,9981,9072,12179,21,6.53,128,8000,Jun-20
952,WP8 Pro 4/64GB Black,0,820,4897,3810,13499,11,6.49,64,5000,Nov-20
953,X 4/64GB Black,0,766,2823,2797,2850,2,6,64,6200,Oct-18
954,X Cover 4s G398F (SM-G398FZKD),0,944,7130,5630,7499,33,5,32,2800,Aug-19
955,X Screen 16GB Single K500n White,0,348,2749,2699,2799,2,4.93,16,2300,Oct-19
956,X-STYLE 241 SNAP Black,7,690,647,631,649,12,2.4,0,800,Jan-21
957,X-TREME IO93,7,454,950,899,999,6,2.4,0.032,2500,Dec-20
958,X-TREME IO93,7,459,950,899,999,6,2.4,0.032,2500,Dec-20
959,X-TREME PQ39 ULTRA Black,0,723,9323,7999,9555,37,5.5,128,9000,Nov-20
960,X-TREME PQ39 ULTRA Black-Green,0,485,9348,8070,9555,23,5.5,128,9000,Nov-20
961,X-TREME PQ54 MAX,0,903,6883,5999,7408,27,5.7,64,6500,Nov-20
962,X-style 17 Update Black,7,317,311,279,349,52,1.77,0,1000,Feb-20
963,X-style 18 TRACK Black,7,483,328,299,368,109,1.77,0,1000,Feb-20
964,X-style 24 ONYX Grey,7,493,730,599,844,41,2.4,0,800,Jul-19
965,X-style 31 Power Black,7,830,684,598,711,48,2.8,0,3100,Jan-18
966,X-style 31 Power Blue,7,149,687,598,711,42,2.8,0,3100,Jan-18
967,X-style 31 Power Orange,7,400,682,599,711,41,2.8,0,3100,Aug-20
968,X-style 31 Power Orange,7,410,682,599,711,41,2.8,0,3100,Aug-20
969,X-style 31 Power Yellow,7,277,680,599,711,38,2.8,0,3100,Aug-20
970,X-style 32 Boombox Black,7,541,815,699,856,42,2.4,0,3200,Dec-17
971,X-style 32 Boombox Red,7,320,819,699,856,35,2.4,0,3200,Dec-17
972,X-style 33 Steel Grey,7,584,879,752,899,41,2.8,0,1000,Feb-18
973,X-style 33 Steel Red,7,286,818,699,899,6,2.8,0,1000,Feb-18
974,X-style 34NRG Black,7,496,570,499,605,39,2.4,0,4050,Nov-19
975,X-style 34NRG Blue,7,491,569,499,605,41,2.4,0,4050,Nov-19
976,X-style 36 Point Black,7,776,705,599,725,34,3.2,0,2500,Aug-20
977,X-style S3500 sKai Black,4,832,1036,899,1059,42,2.4,4,2000,Sep-19
978,X-treme DT68 black,7,516,1206,959,1244,39,2.4,0,2100,Mar-18
979,X-treme DT68 black-red,7,41,1225,1199,1244,4,2.4,0,2100,Mar-18
980,X-treme DZ68 Black,7,136,2066,2050,2099,3,2.4,0.0032,4500,Oct-18
981,X-treme DZ68 Black-yellow,7,289,2049,1999,2099,2,2.4,0.0032,4500,Oct-18
982,X-treme DZ68 Black-yellow,7,327,2049,1999,2099,2,2.4,0.0032,4500,Oct-18
983,X-treme IT67m black-orange,7,598,1067,1060,1070,6,2.2,0,1700,Jun-19
984,X-treme PQ20 Black,0,822,2552,2199,3399,42,5,8,5000,Aug-19
985,X-treme PQ20 Black Orange,0,360,2546,2280,3399,39,5,8,5000,Aug-19
986,X-treme PQ20 Black Orange,0,368,2546,2280,3399,39,5,8,5000,Aug-19
987,X-treme PQ24 Black,0,154,2999,,,1,5,8,5000,Jan-17
988,X-treme PQ24 Black/Orange,0,3,2999,,,1,5,8,5000,Jan-17
989,X-treme PQ29 Black,0,237,4175,3999,4486,27,5,16,5000,Apr-19
990,X-treme PQ29 Black-Orange,0,371,4074,3680,4455,25,5,16,5000,Apr-19
991,X-treme PQ29 Black-Orange,0,353,4074,3680,4455,25,5,16,5000,Apr-19
992,X-treme PQ36 Black,0,812,4606,4399,4777,8,5.45,32,5000,Apr-20
993,X-treme PQ36 Orange,0,618,4671,4180,4777,8,5.45,32,5000,Apr-20
994,X-treme PQ39 Black,0,247,7399,,,1,5.5,32,9000,Mar-18
995,X-treme PQ52 Black-Orange,0,42,3999,3599,4399,2,5,32,3000,Feb-18
996,X-treme PQ53 Black,0,182,4983,4077,5199,38,5.7,16,5000,Oct-18
997,X-treme PQ54 Black (4827798865712),0,67,6603,6388,6799,3,5.7,32,6500,Dec-18
998,X-treme PT68 Black,7,306,1558,1357,1599,39,2.4,0,4400,Jul-18
999,X-treme ST68 Black,7,737,1399,1230,1444,49,2.8,0,2600,Feb-19
1000,X-treme ST68 black-yellow,7,278,1405,1230,1444,43,2.8,0,2600,Feb-19
1001,X19 4/64GB Black,0,78,3016,2993,3048,3,5.93,64,4000,Aug-20
1002,X2 Pro 8/128GB Lunar White,0,868,10999,,,1,6.5,128,4000,Mar-20
1003,X20 Pro 6/128GB Black,0,315,4265,4160,4370,4,6.3,128,4000,Jun-20
1004,X3 6/64GB Black,0,831,11278,9999,12376,7,5.99,64,4100,Nov-19
1005,X3 8/64GB Black,0,213,15048,,,1,5.99,64,4100,Jun-20
1006,X3 8/64GB Black,0,177,15048,,,1,5.99,64,4100,Jun-20
1007,X50 5G 6/128GB Jungle Green,0,679,9049,8999,9099,2,6.57,128,4200,Oct-20
1008,X50 8/128GB Frost Blue,0,829,15507,13849,17289,24,6.56,128,4315,Jul-20
1009,X50 8/128GB Graze Black,0,892,15505,13849,17289,25,6.56,128,4315,Jul-20
1010,X50 Pro 5G 8/128GB Green,0,513,14659,,,1,6.44,128,4200,Jun-20
1011,X50 Pro 5G 8/256GB Rust Red,0,902,14785,14430,15239,7,6.44,256,4200,Jan-21
1012,X50 Pro 8/256GB Alpha Grey,0,981,24519,22099,26879,14,6.56,256,4315,Jul-20
1013,X60L Matte Black (6924351653118),0,16,2200,2149,2251,2,5.5,16,3300,Apr-18
1014,X7 Dual Sim 6/128GB Black,0,250,7515,7357,7757,4,6.18,128,3500,Oct-19
1015,X7 Dual Sim 6/64GB Black,0,652,6916,6333,7524,6,6.18,64,3500,Aug-19
1016,X90 1/16GB Black,0,725,1844,1333,2089,7,6.1,16,3400,May-19
1017,X90 1/16GB Blue,0,479,1967,1779,2089,4,6.1,16,3400,May-19
1018,X90 1/16GB Gold,0,30,1949,1775,2249,11,6.1,16,3400,May-19
1019,X90 1/16GB Gold,0,24,1949,1775,2249,11,6.1,16,3400,May-19
1020,X90L 3/16GB Green,0,311,2399,,,1,6.1,16,3400,May-19
1021,X90L 3/16GB Purple,0,130,2399,,,1,6.1,16,3400,May-19
1022,X90L 3/16GB Purple,0,105,2399,,,1,6.1,16,3400,May-19
1023,X95 2/16GB Black,0,677,2494,2040,2799,19,6.52,16,4350,Jun-20
1024,X95 2/16GB Green,0,457,2517,2090,2923,28,6.52,16,4350,Jun-20
1025,X95 2/16GB Green,0,447,2517,2090,2923,28,6.52,16,4350,Jun-20
1026,Xenium E106 Black,7,350,517,444,680,10,1.77,0.032,1050,Jun-17
1027,Xenium E109 Black,7,604,480,459,570,33,1.77,0.032,1000,Jun-19
1028,Xenium E182 Blue,7,742,1368,1269,1759,30,2.4,0.032,3100,Aug-19
1029,Xenium E255 Black,7,592,1395,1325,1469,21,2.4,0.032,1050,Aug-19
1030,Xenium E255 Blue,7,429,1393,1290,1469,24,2.4,0,1050,Dec-19
1031,Xenium E255 Red,7,581,1397,1325,1469,5,2.4,0,1050,Aug-20
1032,Xenium E580 Dual Sim Black,7,975,1978,1599,2389,27,2.8,0.128,3100,Feb-20
1033,Xperia 1 II XQ-AT51 8/256GB Black,0,357,29990,,,1,6.5,256,4000,Dec-20
1034,Xperia 1 II XQ-AT51 8/256GB Black,0,365,29990,,,1,6.5,256,4000,Dec-20
1035,Xperia 1 II XQ-AT52 12/256GB Mirror Lake Green,0,1001,34165,31520,36999,18,6.5,256,4000,Dec-20
1036,Xperia 1 II XQ-AT52 8/256GB Purple,0,1066,31426,29990,33999,20,6.5,256,4000,Aug-20
1037,Xperia 1 J9110 Black,0,1028,18063,17480,18999,21,6.5,128,3330,Jun-19
1038,Xperia 10 I4113 Black,0,950,5599,,,1,6,64,2870,Mar-19
1039,Xperia 10 II 4/128GB Mint,0,1143,10887,10319,11990,15,6,128,3600,Aug-20
1040,Xperia 5 II 8/128GB Black,0,284,29990,,,1,6.1,128,4000,Dec-20
1041,Xperia 5 II 8/256GB Blue,0,1025,29927,28549,31894,18,6.1,256,4000,Oct-20
1042,Xperia 5 J9210 6/128GB Black,0,1014,17475,16980,18499,21,6.1,128,3140,Sep-19
1043,Xperia C5 Ultra Dual E5533 (Black),0,197,8999,,,1,6,16,2930,Sep-15
1044,Xperia XA1 Dual (G3112) Black,0,526,3399,,,1,5,32,2300,May-17
1045,Xperia XA1 Dual (G3112) Black,0,537,3399,,,1,5,32,2300,May-17
1046,Xperia XZ (Black),0,709,5749,,,1,5.2,64,2900,Sep-16
1047,Xperia XZ (Blue),0,268,5199,,,1,5.2,64,2900,Sep-16
1048,Xperia XZ (Blue),0,256,5199,,,1,5.2,64,2900,Sep-16
1049,Xperia XZ Dual F8332 (Black),0,561,5199,,,1,5.2,64,2900,Oct-16
1050,Xperia Z (Black),0,505,2070,,,1,5,16,2330,Jan-13
1051,Xperia Z5 Dual E6683 (White),0,565,5244,5143,5415,5,5.2,32,2900,Sep-15
1052,Xperia Z5 Premium E6853 (Black),0,676,4560,,,1,5.5,32,3430,Sep-15
1053,Xrover C 2/16GB Black,0,69,2684,2599,2769,2,5.72,16,5000,Mar-20
1054,Y11 3/32GB Agate Red,0,388,3497,,,1,6.35,32,5000,Dec-19
1055,Y15 4/64GB Aqua Blue,0,627,4249,3960,4915,16,6.35,64,5000,Jul-19
1056,Y15 4/64GB Aqua Blue,0,623,4249,3960,4915,16,6.35,64,5000,Jul-19
1057,Y15 4/64GB Burgundy Red,0,573,4356,4145,4499,6,6.35,64,5000,Jul-19
1058,Y19 4/128GB Black,0,739,4998,4997,4999,2,6.53,128,5000,Dec-19
1059,Y1S 2/32GB Black,0,680,3117,2849,3729,43,6.22,32,4030,Jul-20
1060,Y1S 2/32GB Blue,0,574,3080,2850,3209,47,6.22,32,4030,Jul-20
1061,Y20 4/64GB Nebula Blue,0,810,4732,4299,4999,40,6.51,64,5000,Oct-20
1062,Y20 4/64GB Obsidian Black,0,928,4752,4299,5296,36,6.51,64,5000,Oct-20
1063,Y30 4/64GB Black,0,587,4481,4399,4499,7,6.47,64,5000,Jul-20
1064,Y30 4/64GB Blue,0,896,4467,4349,4499,8,6.47,64,5000,Jul-20
1065,Y5 2019 2/16GB Black (51093SHA),0,595,2742,2689,2799,9,5.71,16,3020,May-19
1066,Y5 2019 2/16GB Black (51093SHA),0,602,2742,2689,2799,9,5.71,16,3020,May-19
1067,Y5 2019 2/16GB Brown (51093SHE),0,787,2768,2599,3109,12,5.71,16,3020,May-19
1068,Y5p 2/32GB Mint Green (51095MUB),0,961,2598,2399,2699,10,5.45,32,3020,May-20
1069,Y6 2019 DS Amber Brown (51093PMR),0,575,3195,2999,3299,3,6.09,32,3020,Mar-19
1070,Y6 2019 DS Amber Brown (51093PMR),0,577,3195,2999,3299,3,6.09,32,3020,Mar-19
1071,Y6 2019 DS Blue,0,352,3121,2829,3299,5,6.09,32,3020,Apr-19
1072,Y6 2019 DS Blue,0,370,3121,2829,3299,5,6.09,32,3020,Apr-19
1073,Y6 2019 DS Midnight Black (51093PMP),0,791,2974,2699,3299,8,6.09,32,3020,Mar-19
1074,Y6 Prime 2018 3/32GB Gold (51092MFF),0,185,3869,,,1,5.7,32,3000,May-18
1075,Y6 Prime 2018 3/32GB Gold (51092MFF),0,218,3869,,,1,5.7,32,3000,May-18
1076,Y6 Pro (Gold),0,408,2687,2666,2708,2,5,16,4000,Mar-16
1077,Y6p 3/64GB Midnight Black (51095KYP),0,1086,3812,3330,4199,44,6.3,64,5000,May-20
1078,Y6s 3/32GB Orhid Blue (51094WBU),0,260,3516,3299,3888,5,6.09,32,3020,Jan-20
1079,Y6s 3/32GB Orhid Blue (51094WBU),0,272,3516,3299,3888,5,6.09,32,3020,Jan-20
1080,Y6s 3/32GB Starry Black (51094WBW),0,789,3496,3199,3888,5,6.09,32,3020,Jan-20
1081,Y7 2019 3/32GB Coral Red (51093HEW),0,550,3702,3499,4009,3,6.26,32,4000,Feb-19
1082,Y7 2019 3/32GB Coral Red (51093HEW),0,555,3702,3499,4009,3,6.26,32,4000,Feb-19
1083,Y7 Prime 2018 3/32GB Black (51092JHA),0,229,4190,,,1,5.99,32,3000,May-18
1084,Y9 Plus 4/64GB Black,0,15,3199,,,1,6.3,64,4350,Dec-19
1085,Y9 Plus 4/64GB Blue,0,55,3199,,,1,6.3,64,4350,Dec-19
1086,ZenFone Live ZB501KL Navy Black (ZB501KL-4A053A),0,281,3145,,,1,5,32,2650,Jul-18
1087,Zenfone 5 ZE620KL 4/64GB Blue (ZE620KL-1A012WW),0,893,5663,5528,5799,2,6.2,64,3300,Mar-18
1088,Zenfone 7 Pro ZS671KS 8/256GB Black,0,980,27417,26290,31299,23,6.67,256,5000,Oct-20
1089,Zenfone 7 ZS670KS 8/128GB Black,0,1012,21435,20650,23799,20,6.67,128,5000,Oct-20
1090,i144c Black,7,486,249,219,317,14,1.44,0,600,Sep-20
1091,i144c Red,7,409,241,218,291,18,1.44,0,600,Sep-20
1092,i144c Red,7,398,241,218,291,18,1.44,0,600,Sep-20
1093,i144m Black,7,492,220,209,229,4,1.44,0,600,Sep-20
1094,i144m Blue,7,844,235,198,314,24,1.44,0,600,Dec-19
1095,i187 Black,7,266,398,353,496,23,1.77,0.032,800,Jul-19
1096,i187 Black,7,254,398,353,496,23,1.77,0.032,800,Jul-19
1097,i187 White,7,61,392,346,461,11,1.77,0.032,800,Jul-19
1098,i189 Black,7,246,308,270,409,25,1.77,0,800,Dec-19
1099,i189 Blue,7,14,303,260,377,31,1.77,0,800,Jan-20
1100,i220 Black,7,927,596,542,719,28,2.2,0.032,1900,Oct-19
1101,i220 Red,7,917,598,542,719,26,2.2,0.032,1900,Oct-19
1102,i240 (Black),7,80,530,350,699,16,2.4,0.064,800,Dec-14
1103,i2400 Black,7,356,692,616,829,25,2.4,0,800,Jan-20
1104,i2400 Black,7,364,692,616,829,25,2.4,0,800,Jan-20
1105,i2400 Red,7,826,687,595,829,29,2.4,0,800,Aug-19
1106,i2401 Red,7,466,387,353,469,15,2.4,0,1000,Feb-20
1107,i2410 Grey,7,37,529,499,549,6,2.4,0,1000,Jan-20
1108,i2410 Grey,7,87,529,499,549,6,2.4,0,1000,Jan-20
1109,i248 Black,7,10,395,349,433,4,2.4,0,800,Feb-19
1110,i281 Black,7,26,733,647,888,29,2.8,0.032,1400,Aug-17
1111,i281 Black,7,95,733,647,888,29,2.8,0.032,1400,Aug-17
1112,i281 Red,7,308,741,636,998,29,2.8,0.032,1400,Aug-17
1113,i282 Grey,7,152,689,599,780,2,2.8,0.032,1200,Sep-17
1114,i283 Red,7,50,999,,,1,2.8,0.032,1000,Oct-18
1115,i284 Black,7,702,584,504,763,35,2.8,0,1750,Jan-20
1116,i284 Red,7,140,574,529,695,32,2.8,0,1750,Jan-20
1117,i284 Violet-blue,7,613,580,528,709,34,2.8,0,1750,Jan-20
1118,i285 X-Treme Black-Yellow,7,381,1071,999,1144,2,2.8,0,2500,Aug-19
1119,iPhone 11 128GB Black (MWLE2),3,1215,22320,19740,25178,100,6.1,128,3110,Sep-19
1120,iPhone 11 128GB Dual Sim Black (MWN72),3,968,23176,20868,25645,37,6.1,128,3110,Sep-19
1121,iPhone 11 128GB Slim Box Black (MHDH3),3,1106,22105,20469,25248,46,6.1,128,3110,Nov-20
1122,iPhone 11 256GB Black (MWLL2),3,1090,25919,21432,28499,76,6.1,256,3110,Sep-19
1123,iPhone 11 256GB Slim Box Black (MHDP3),3,635,26090,24299,29999,27,6.1,256,3110,Nov-20
1124,iPhone 11 64GB Black (MWLT2),3,1221,20889,18200,26499,93,6.1,64,3110,Sep-19
1125,iPhone 11 64GB Dual Sim White (MWN12),3,804,20986,19458,25290,33,6.1,64,3110,Sep-19
1126,iPhone 11 64GB Slim Box Black (MHDA3),3,854,21228,19380,24999,37,6.1,64,3110,Nov-20
1127,iPhone 11 Pro 256GB Dual Sim Midnight Green (MWDH2),3,708,33505,31199,38003,21,5.8,256,3190,Oct-19
1128,iPhone 11 Pro 256GB Midnight Green (MWCQ2),3,1189,31724,26700,38999,94,5.8,256,3190,Sep-19
1129,iPhone 11 Pro 512GB Dual Sim Silver (MWDK2),3,564,36188,31899,50670,39,5.8,512,3190,Oct-19
1130,iPhone 11 Pro 512GB Midnight Green (MWCV2),3,943,34617,29610,45999,76,5.8,512,3190,Sep-19
1131,iPhone 11 Pro 64GB Dual Sim Silver (MWDA2),3,542,29614,24534,32162,33,5.8,64,3190,Oct-19
1132,iPhone 11 Pro 64GB Space Gray (MWC22/MWCH2),3,1207,28735,22842,32999,78,5.8,64,3190,Sep-19
1133,iPhone 11 Pro Max 256GB Dual Sim Gold (MWF32),3,756,38918,32699,48020,16,6.5,256,3969,Oct-19
1134,iPhone 11 Pro Max 256GB Midnight Green (MWH72),3,1119,35280,30174,42499,82,6.5,256,3969,Sep-19
1135,iPhone 11 Pro Max 512GB Dual Sim Silver (MWF62),3,379,42968,37639,46399,34,6.5,512,3969,Oct-19
1136,iPhone 11 Pro Max 512GB Space Gray (MWH82),3,1069,38447,28050,49499,73,6.5,512,3969,Sep-19
1137,iPhone 11 Pro Max 64GB Dual Sim Space Gray (MWEV2),3,628,32583,29328,35717,37,6.5,64,3969,Oct-19
1138,iPhone 11 Pro Max 64GB Dual Sim Space Gray (MWEV2),3,624,32583,29328,35717,37,6.5,64,3969,Oct-19
1139,iPhone 11 Pro Max 64GB Space Gray (MWGY2; MWHD2),3,1176,32053,26999,40999,75,6.5,64,3969,Sep-19
1140,iPhone 12 128GB Black (MGJA3/MGHC3),3,1213,28735,25380,35499,125,6.1,128,2815,Oct-20
1141,iPhone 12 128GB Dual Sim Black (MGGU3),3,846,29168,27847,36530,32,6.1,128,2815,Oct-20
1142,iPhone 12 256GB Black (MGJG3/MGHH3),3,1091,31795,29328,38999,93,6.1,256,2815,Oct-20
1143,iPhone 12 256GB Dual Sim Black (MGH13),3,735,33660,30992,39340,22,6.1,256,2815,Oct-20
1144,iPhone 12 64GB Blue (MGJ83/MGH93),3,1205,26840,24665,33499,117,6.1,64,2815,Oct-20
1145,iPhone 12 64GB Dual Sim (PRODUCT)RED (MGGP3),3,987,25792,24299,33720,40,6.1,64,2815,Oct-20
1146,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),3,1043,35507,33550,42999,37,6.1,128,2815,Oct-20
1147,iPhone 12 Pro 128GB Pacific Blue (MGMN3/MGLR3),3,1224,33992,31849,42999,101,6.1,128,2815,Oct-20
1148,iPhone 12 Pro 256GB Dual Sim Pacific Blue (MGLH3),3,996,38912,36299,48999,38,6.1,256,2815,Oct-20
1149,iPhone 12 Pro 256GB Pacific Blue (MGMT3/MGLW3),3,1198,37068,34745,53731,94,6.1,256,2815,Oct-20
1150,iPhone 12 Pro 512GB Dual Sim Pacific Blue (MGLM3),3,724,46503,44199,50760,29,6.1,512,2815,Oct-20
1151,iPhone 12 Pro 512GB Pacific Blue (MGMX3/MGM43),3,873,44716,41996,51999,82,6.1,512,2815,Oct-20
